ssdl:pid,ssdl:notation,ssdl:placeOfPublication,ssdl:spatialCoverageGettyUri,ssdl:dateOfPublication,ssdl:shortTitle
1917-Songso-EMU,Round,"New York, NY; Cincinnati, OH",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013604,1917,Songs of Help
1917-Treasu-EMU,Seven-shape Aikin,"Dallas, TX",http://vocab.getty.edu/page/tgn/7013503,1917,Treasury of Song
1917-Wonder-EMU,Seven-shape Aikin,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1917,The Wonderful Story In Song
1918-Echoes-EMU,Round;Seven-shape Aikin,"Athens, GA",http://vocab.getty.edu/page/tgn/7013329,1918 [?],Echoes of John B. Vaughan
1918-Popula-EMU,Round,"Dallas, TX",http://vocab.getty.edu/page/tgn/7013503,1918,The Popular Hymnal
1918-Reviva-EMU,Seven-shape Aikin,"Fort Worth, TX",http://vocab.getty.edu/page/tgn/7013934,1918,Revival Melodies
1918-Rodehe-EMU,,Chicago;Philadelphia,http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7014406,1918,Rodehevear's Plantation Melodies
1918-Temple-EMU,,"Dallas, TX",http://vocab.getty.edu/page/tgn/7013503,1918,The Temple Hymnal
1918-Tribut-EMU,Seven-shape Aikin,"Dayton, Virginia",http://vocab.getty.edu/page/tgn/2111441,1918,Tribute of Praise
1918-Worldr-EMU,,"Atlanta, GA",http://vocab.getty.edu/page/tgn/7013331,1918,World Revival Hymns
1919-Founda-EMU,,"Philadelphia, PA",http://vocab.getty.edu/page/tgn/7014406,1919,Foundation Hymns
1919-Hampto-EMU,,New York,http://vocab.getty.edu/page/tgn/7007567,1919,Hampton Series
1919-Highwa-EMU,Round;Seven-shape Aikin,"Atlanta, GA",http://vocab.getty.edu/page/tgn/7013331,1919,The Highway Hymnal
1919-Hymnal-EMU,,"Baltimore, Maryland",http://vocab.getty.edu/page/tgn/7013352,1919,Hymnal of the Baltimore Conference
1919-Reviva-EMU,,"Atlanta, GA",http://vocab.getty.edu/page/tgn/7013331,1919?,Revival Selections
1919-Sacred-EMU,Nil,"Cincinnati, OH; New York, NY; London, England",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7011781,1919,Sacred Songs for Little Children
191x-Canaan-EMU,Round,"Kansas City, MO",http://vocab.getty.edu/page/tgn/7013820,[1914],Canaan Melodies
191x-Confer-EMU,Round,"Philadelphia, PA",http://vocab.getty.edu/page/tgn/7014406,[1917],Conference Hymnal
191x-Diadem-EMU,,"Nashville, TN; Dallas, TX; Richmond, VA",http://vocab.getty.edu/page/tgn/7013959;http://vocab.getty.edu/page/tgn/7013503;http://vocab.getty.edu/page/tgn/7013964,191?,Diadems . . . . . . . . . . . . . . . . .
191x-Favori-EMU,Round,"Richmond, VA",http://vocab.getty.edu/page/tgn/7013964,191?,Favorites
191x-Gospel-EMU,,"Atlanta, GA",http://vocab.getty.edu/page/tgn/7013331,191(x),Gospel Songs No. 1
191x-Reviva-EMU,Round,"Atlanta, GA",http://vocab.getty.edu/page/tgn/7013331,191x?,The Revival 6
1920-Songs1-EMU,Round,"Wheeling, WV",http://vocab.getty.edu/page/tgn/7014620,1920,Songs of Salvation and Service
1920-Songs2-EMU,Round;Seven-shape Aikin,"Kansas City, MO",http://vocab.getty.edu/page/tgn/7013820,1920,Songs of Full Salvation
1921-Church-EMU,Seven-shape Aikin,"Waco, TX;Memphis, TN",http://vocab.getty.edu/page/tgn/7014575;http://vocab.getty.edu/page/tgn/7017750,1921?,Church Evangel
1921-Gospel-EMU,Round,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1921,Gospel Pearls
1921-Greats-EMU,Round,"Louisville, KY",http://vocab.getty.edu/page/tgn/7013915,1921,Great Songs of the Church
1921-Kingdo-EMU,Round,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1921,Kingdom Songs
1921-Reviva-EMU,Round,"Baltimore, MD",http://vocab.getty.edu/page/tgn/7013352,1921,Revival Gems
1921-Songsa-EMU,Round,"Chicago, IL",http://vocab.getty.edu/page/tgn/7013596,1921,Songs and Spirituals
1922-Hymnso-EMU,Round;Seven-shape Aikin,"Chicago, IL",http://vocab.getty.edu/page/tgn/7013596,1922?,Hymns of Hope
1922-Junior-EMU,Round,"Nashville, TN;Dallas, TX;Richmond, VA",http://vocab.getty.edu/page/tgn/7013959;http://vocab.getty.edu/page/tgn/7013503;http://vocab.getty.edu/page/tgn/7013964,1922,Junior Programs and Songs
1922-Marchi-EMU,,"Dalton, GA;Dallas, TX",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/7013503,1922,Marching to Zion
1922-Reviva-EMU,,"Dallas, TX",http://vocab.getty.edu/page/tgn/7013503,1922?,Revival Selections
1922-Songso-EMU,Seven-shape Aikin,"Fort Smith, AR",http://vocab.getty.edu/page/tgn/7013924,1922,Songs of the Coming King
1922-Tellin-EMU,Seven-shape Aikin,"Hudson, NC",http://vocab.getty.edu/page/tgn/2075179,1922,Telling Jesus
1922-Victo1-EMU,Round,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1922,Victorious Praise
1923-Bright-EMU,Seven-shape Aikin,"Dayton, VA",http://vocab.getty.edu/page/tgn/2111441,1923,Bright Gems
1923-Chapel-EMU,Round,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1923,The Chapel Book
1923-Choice-EMU,,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1923,Choice Gospel Hymns
1923-Crownb-EMU,,"Waco, TX;Memphis, TN",http://vocab.getty.edu/page/tgn/7014575;http://vocab.getty.edu/page/tgn/7017750,1923,The Crown
1923-Evange-EMU,,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1923,Evangelistic Edition of Wonder Hymns of Faith
1923-Gospel-EMU,,"Dalton, GA;Dallas, TX",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/7013503,1923,The Gospel Way
1923-Hosann-EMU,Round,"Dallas, TX",http://vocab.getty.edu/page/tgn/7013503,1923,Hosannas
1923-Method-EMU,,"Nashville, TN;Dallas, TX;Richmond, VA",http://vocab.getty.edu/page/tgn/7013959;http://vocab.getty.edu/page/tgn/7013503;http://vocab.getty.edu/page/tgn/7013964,1923,The Methodist Hymnal
1923-Praise-EMU,,"Houston, TX",http://vocab.getty.edu/page/tgn/7013727,1923?,Praises in Song
1923-Rodehe-EMU,,"Chicago, IL; Philadelphia, PA",http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7014406,1923,Rodeheaver's Negro Spirituals
1923-Search-EMU,Seven-shape Aikin,"Fort Worth, TX",http://vocab.getty.edu/page/tgn/7013934,1923,Searchlight Songs No. 2
1923-Servic-EMU,,"Birmingham, AL",http://vocab.getty.edu/page/tgn/7013425,1923,Service in Song
1923-Songso-EMU,,"Austin, TX",http://vocab.getty.edu/page/tgn/1002161,1923,Songs of the Reapers No. 2
1924-Baptis-EMU,Round,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1924,The Baptist Standard Hymnal
1924-Bestre-EMU,Seven-shape Aikin,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1924,Best Revival Songs
1924-Christ-EMU,Round,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1924,Christian Hymnal
1924-Harves-EMU,,"Dallas, TX",http://vocab.getty.edu/page/tgn/7013503,1924,Harvest Hymns
1924-Praise-EMU,Seven-shape Aikin,"Asheville, NC; Sulphur Springs, TX",http://vocab.getty.edu/page/tgn/7013325;http://vocab.getty.edu/page/tgn/2107886,1924?,Praise Melodies
1925-Colema-EMU,,"Dallas, TX",http://vocab.getty.edu/page/tgn/7013503,1925,Coleman's New Quartet Book
1925-Faithi-EMU,,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1925,Faith Inspiring Songs
1925-Gloryc-EMU,,"Chicago, IL",http://vocab.getty.edu/page/tgn/7013596,1925,Glory Camp Special
1925-Homego-EMU,,"Tipton, OK",http://vocab.getty.edu/page/tgn/2084103,1925,Home Gospel Songs
1925-Little-EMU,Round,"Dallas, TX",http://vocab.getty.edu/page/tgn/7013503,1925,The Little Evangel
1925-Sacred-EMU,Round,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1925,Sacred Solos and Duets
1925-Songs1-EMU,Round;Seven-shape Aikin,"Chicago, IL",http://vocab.getty.edu/page/tgn/7013596,1925?,Songs of Praise
1868-Silver-UKY,,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1868,The Silver Spray
1876-NewHar-UKY,Seven-shape Funk,"Singer's Glen, VA",http://vocab.getty.edu/page/tgn/2114254,1876,The New Harmonia Sacra
1879-Shinin-UKY,Seven-shape Aikin,"Dayton, VA",http://vocab.getty.edu/page/tgn/2111441,1879,The Shining Light
1886-Royalp-UKY,,,,,
1895-Salvat-UKY,Round,"Cincinnati, OH;New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567,1895,Salvation Songs
1896-Praise-UKY,Round,"Cincinnati, OH;New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567,1896,The Praise Hymnal
1896-Reviva-UKY,Seven-shape Aikin;Round,"Atlanta, GA; Cincinnati, OH; Kansas City, MO",http://vocab.getty.edu/page/tgn/7013331;http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013820,1896,The Revival No. 2
1899-Sacred-UKY,Round;Seven-shape Aikin,"Dayton, VA",http://vocab.getty.edu/page/tgn/2111441,1899,The Sacred Hymnal
1911-Redemp-UKY,,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1911,Redemption's Way in Song
1919-Praise-UKY,,"Lawrenceburg, TN",http://vocab.getty.edu/page/tgn/2100022,1919,Praise Evangel
1873-Sunshi-UKY,Round,"Cincinnati, OH; Chicago, IL",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013596,1873,Sunshine for Sunday-Schools
1875-Starry-UKY,Seven-shape Funk,"Singer's Glen, VA",http://vocab.getty.edu/page/tgn/2114254,1875,The Starry Crown
1883-Spirit-UKY,,"Cleveland, OH",http://vocab.getty.edu/page/tgn/7013608,1883,Spiritual Songs No. 2
1885-Zionso-UKY,Seven-shape Aikin,"Dayton, VA",http://vocab.getty.edu/page/tgn/2111441,1885,The Zion Songster No. 1
1896-Soulwi-UKY,Round,"Dayton, OH",http://vocab.getty.edu/page/tgn/7013511,1896,The Soul Winner
1903-Standa-UKY,Round,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1903,Standard Revival Songs and Bible Readings
1910-Zionme-UKY,Seven-shape Aikin,"Austin, TX",http://vocab.getty.edu/page/tgn/1002161,1910,Zion Melodies
1911-Spirit-UKY,,"Washington, D. C.",http://vocab.getty.edu/page/tgn/7015717,1911,Spiritualist Hymnal
1912-Songcr-UKY,Seven-shape Aikin,"Austin, TX",http://vocab.getty.edu/page/tgn/1002161,1912,Song Crown
1918-Victor-UKY,Seven-shape Aikin,"Waco, TX; Memphis, TN; Asheville, NC",http://vocab.getty.edu/page/tgn/7014575;http://vocab.getty.edu/page/tgn/7017750;http://vocab.getty.edu/page/tgn/7013325,1918,Victory
1923-Songso-UKY,,"Austin, TX",http://vocab.getty.edu/page/tgn/1002161,1923?,Songs of the Reapers
1895-Voice1-UKY,Seven-shape Aikin,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1895,Voice of Praise
1897-Songsf-UKY,,"Cincinnati, OH;Chicago, IL;St. Louis, MO;New York, NY;Boston, MA;Pittsburg, PA;Detroit, MI;San Francisco, CA",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7014444;http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013445;http://vocab.getty.edu/page/tgn/7013927;http://vocab.getty.edu/page/tgn/7013547;http://vocab.getty.edu/page/tgn/7014456,1897,Songs for Young People
1897-Unionh-UKY,,"New York, NY",http://vocab.getty.edu/page/tgn/7007567,1897,Union Hymnal
1901-Youngp-UKY,,"Nashville, TN;Dallas, TX",http://vocab.getty.edu/page/tgn/7013959;http://vocab.getty.edu/page/tgn/7013503,1901,The Young People's Hymnal No. 2
1921-Worldw-UKY,,,,,World Wide Revival Songs Number Two
1923-Cokesb-UKY,,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1923,The Cokesbury Hymnal
1891-Christ-UKY,,"Dayton, OH",http://vocab.getty.edu/page/tgn/7013511,1891,The Christian Hymnary
1916-Lyricd-EMU,,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1916,"John P. Williams' Lyric, Domestic and Sacred Poems"
1903-Musica-EMU,,Philadelphia,http://vocab.getty.edu/page/tgn/7014406,1903,Music
1851-Chahta-EMU,,"New York, NY",http://vocab.getty.edu/page/tgn/7007567,1851,"Chahta Uba Isht Taloa Holisso, or Choctaw Hymn Book"
1858-Sunday-EMU,,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1858,The Sunday School Songster
1862-Soldie-EMU,,,,1862,The Soldier's Hymn-Book
1863-Soldie-EMU,,"Charleston, SC",http://vocab.getty.edu/page/tgn/7013582,1863,The Soldier's Hymn Book
1864-Sabbat-EMU,,"Raleigh, NC",http://vocab.getty.edu/page/tgn/7013949,1864,The Sabbath School Wreath
1864-Armyhy-EMU,,"Richmond, VA",http://vocab.getty.edu/page/tgn/7013964,1864,The Army Hymn-Book
1878-Nation-EMU,,"New York, NY;Chicago, IL;New Orleans, LA",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7014214,1878,National School Singer
1877-Geschi-EMU,,"Amsterdam,  Netherlands",http://vocab.getty.edu/page/tgn/7006952,1877,De Geschiedenis van de Jubilee-Zangers Met Hynne Liederen
1882-Collec-EMU,,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1882,A Collection of Revival Hymns and Plantation Melodies
1887-Nation-EMU,,"Dalton, GA",http://vocab.getty.edu/page/tgn/2022620,1887,The Natinoal Singer
1892-Hampto-EMU,,"Hampton, VA",http://vocab.getty.edu/page/tgn/7013687,1892,Hampton Hymnal and School Service
1895-Poems-EMU,Nil,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1895,Poems
1898-Africa-EMU,,"Philadelphia, PA",http://vocab.getty.edu/page/tgn/7014406,1898,The  African Methodist Episcopal Hymn and Tune Book
1899-Hymnbo-EMU,,"Jackson, TN",http://vocab.getty.edu/page/tgn/2099733,1899,Hymn Book
188x-Songse-EMU,,,,188?,Song Sermons
18xx-Jubile-EMU,,"Chicago, IL",http://vocab.getty.edu/page/tgn/7013596,,Slayton's Jubilee Singers
1900-Songso-EMU,,"New York, NY;Norwood, MA",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/2050333,1900,Songs of the Old South
1901-Pearls-EMU,,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1901,Pearls of Paradise
1905-Negroe-EMU,Nil,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1905,Negroes Looking Up!
1907-Calhou-EMU,,"Boston, MA",http://vocab.getty.edu/page/tgn/7013445,1907,Calhoun Plantation Songs
1909-Calhou-EMU,Round,"Calhoun, AL",http://vocab.getty.edu/page/tgn/2002962,1909,Calhoun by Picture and Song
1909-Religi-EMU,,"Hampton, VA",http://vocab.getty.edu/page/tgn/7013687,1909,Religious Folk Songs of the Negro
1910-Burnin-EMU,,"Charlotte, NC?",http://vocab.getty.edu/page/tgn/7013584,1910?,A Burning in My Soul
1913-Hymnal-EMU,,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1913,Hymnal Adapted to the Doctrines and Usages of the African Methodist Episcopal Church
1914-AfroAm-EMU,,"New York, NY",http://vocab.getty.edu/page/tgn/7007567,1914,Afro-American Folksongs
1915-Songso-EMU,Round,"Philadelphia, PA",http://vocab.getty.edu/page/tgn/7014406,1915,Songs of the Pilgrim Way
1916-Afterf-EMU,Round,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1916?,After Fifty Years
191x-Praise-EMU,,"Houston, TX",http://vocab.getty.edu/page/tgn/7013727,191x?,Praise God I am Satisfied
1921-Univer-EMU,Nil,,,1921?,The Universal Negro Ritual
1923-Nation-EMU,Round;Seven-shape Aikin,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1923?,National Jubilee Melody Song Book
192x-JRosam-EMU,,"New York, NY",http://vocab.getty.edu/page/tgn/7007567,192x?,J. Rosamond Johnson and Taylor Gordon in a Program of Negro Spirituals
1928-Americ-EMU,Nil,"Cambridge, MA",http://vocab.getty.edu/page/tgn/7013527,1928,American Negro Folk-Songs
19xx-Americ-EMU,,"Chicago, IL",http://vocab.getty.edu/page/tgn/7013596,19xx?,American Folk Songs as Sung by the Carter's Carolinian Jubilee Singers
19xx-Himnos-EMU,,"Habana, Cuba",http://vocab.getty.edu/page/tgn/7006453,19xx?,Himnos y Juegos Selectos para la Juventud
xxxx-Keepmy-EMU,,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,,Keep My Commandments and Live
xxxx-Select-EMU,,,,,Selected Songs
189X-Songss-EMU,,"Hamilton, Ontario",http://vocab.getty.edu/page/tgn/7013047,189x?,"Songs Sung by the Canadian Colored Concert Co., the Royal Paragon Male Quartette and Imperial Orchestra"
19xx-Thisbo-EMU,,,,19xx?,"This Book Dedicated to the Memory of the Late Rev. E. W. D. Isaac, Sr., D.D."
1906-Newpra-MTS,,"Cincinnati, OH; New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567,1906,The New Praise Hymnal
1921-Salvat-MTS,,"Basic, VA",,1921?,Salvation Songs
1893-Spirit-MTS,,"Dayton, OH",http://vocab.getty.edu/page/tgn/7013511,1893,Spirit and Life
1897-Riches-MTS,,"Dayton, OH",http://vocab.getty.edu/page/tgn/7013511,1893,Riches of Grace
1910-Tearsa-MTS,Round,"Louisville, KY",http://vocab.getty.edu/page/tgn/7013915,1910,Tears and Triumphs
1900-Gemsxx-MTS,,"Louisville, KY;Greenville, TX;St. Louis, MO",http://vocab.getty.edu/page/tgn/7013915;http://vocab.getty.edu/page/tgn/2104577;http://vocab.getty.edu/page/tgn/7014444,1901?,Gems
1905-Gleani-MTS,,"Dayton, VA",http://vocab.getty.edu/page/tgn/2111441,1905,Gleanings of Praise
1923-Cheerf-MTS,Seven-shape Aikin,"Asheville, N.C",http://vocab.getty.edu/page/tgn/7013325,1923,Cheerful Message
1921-Gospe2-MTS,Round;Seven-shape Aikin,"Fort Worth, TX;Elkins, WV;Knoxville, TN",http://vocab.getty.edu/page/tgn/7013934;http://vocab.getty.edu/page/tgn/2118119;http://vocab.getty.edu/page/tgn/7013841,1921,Gospel Light
1899-Reviva-MTS,Round,"Atlanta, GA;Cincinnati, OH;Kansas City, MO",http://vocab.getty.edu/page/tgn/7013331;http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013820,1899,The Revival No. 3
1904-Resurr-MTS,Seven-shape Aikin,"Athens, GA",http://vocab.getty.edu/page/tgn/7013329,1904,Resurrected Songs
1881-Gospel-MTS,Round,"New York, NY;Chicago, IL;Cincinnati, OH",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7013604,1881,Gospel Hymns No. 4.
1907-Reviva-MTS,,"Nashville, TN; Dallas, TX",http://vocab.getty.edu/page/tgn/7013959;http://vocab.getty.edu/page/tgn/7013503,1907,Revival Praises
1900-Fillmo-MTS,,"Cincinnati, OH; New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567,1900,Fillmores' Sunday-School Songs No. 2
1902-Songsf-MTS,,"Philadelphia, PA",http://vocab.getty.edu/page/tgn/7014406,1902,Songs for the Soul Winner
1897-Psalms-MTS,,"West Milton, OH; Atlanta, GA; Bridgewater, VA; Morgan, TX",http://vocab.getty.edu/page/tgn/2082531;http://vocab.getty.edu/page/tgn/7013331;http://vocab.getty.edu/page/tgn/2110776;http://vocab.getty.edu/page/tgn/2106134,1897,"Psalms, Hymns and Spiritual Songs No. 3"
1899-Gladti-MTS,,"Cincinnati, OH; New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567,1899,Glad Tidings
1900-Bright-MTS,,"Birmingham, AL; Buchanan, GA",http://vocab.getty.edu/page/tgn/7013425;http://vocab.getty.edu/page/tgn/2022289,1900?,Bright Beautiful Bells
1895-Showal-MTS,Seven-shape Aikin,"Dalton, GA; Dallas, TX",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/7013503,1895?,Showalter's Men's Quartet and Chorus Book
1922-Echoes-MTS,Seven-shape Aikin,"Moultrie, GA",http://vocab.getty.edu/page/tgn/7014110,1922,Echoes of Glory
1925-Comple-MTS,,"Atlanta, GA; Oklahoma City, OK",http://vocab.getty.edu/page/tgn/7013331;http://vocab.getty.edu/page/tgn/7013953,1925,The Complete Church Hymnal
1906-Vaugha-MTS,,"Athens, GA",http://vocab.getty.edu/page/tgn/7013329,1906?,Vaughan's Songs of Praise
1909-Gospel-MTS,,"Carrollton, GA?",http://vocab.getty.edu/page/tgn/2022353,1909?,Gospel Tidings
xxxx-Worldf-MTS,,"Chicago, IL",http://vocab.getty.edu/page/tgn/7013596,,The World Famous Williams' Jubilee Singers
1912-Joyful-MTS,Seven-shape Aikin;Round,"Dayton, VA",http://vocab.getty.edu/page/tgn/2111441,1912?,Joyful Praises
1919-Tiding-MTS,Seven-shape Aikin,"Basic, VA;Milan, TN;Asheville, NC",ttp://vocab.getty.edu/page/tgn/2114939;http://vocab.getty.edu/page/tgn/2100397;http://vocab.getty.edu/page/tgn/7013325,1919,Tidings of Peace
1922-Bethle-MTS,Seven-shape Aikin,"Little Rock, AR",http://vocab.getty.edu/page/tgn/7013897,1922,Bethlehem's Star
1921-Fromth-MTS,Seven-shape Aikin,"Fort Worth, TX",http://vocab.getty.edu/page/tgn/7013934,1921,From the Cross to the Crown
1905-Search-MTS,,"Dallas, TX; Dalton, GA",http://vocab.getty.edu/page/tgn/7013503;http://vocab.getty.edu/page/tgn/2022620,1905,Search-Light Songs
1892-Highwa-MTS,Seven-shape Aikin,"Dalton, GA",http://vocab.getty.edu/page/tgn/2022620,1892,The Highway of Song
1891-Childr-MTS,Seven-shape Aikin,"Dayton, VA",http://vocab.getty.edu/page/tgn/2111441,1891?,Children of Zion
1906-Oldsto-MTS,Round,"Siloam Springs, AR",http://vocab.getty.edu/page/tgn/2009509,1906,The Old Story in Song
1916-Tiding-MTS,Seven-shape Aikin,"Waco, TX;Memphis, TN",http://vocab.getty.edu/page/tgn/7014575;http://vocab.getty.edu/page/tgn/7017750,1916,Tidings of Glory
1900-Gloryc-MTS,,"Waco, TX",http://vocab.getty.edu/page/tgn/7014575,1900,The Glory Crown
1903-Joyful-MTS,,"Louisville, KY",http://vocab.getty.edu/page/tgn/7013915,1903,Joyful Songs of Salvation
1900-Sunday-MTS,,"Cincinnati, OH;Chicago, IL;Kansas City, MO;San Francisco, CA;New York, NY;Boston, MA;Pittsburg, PA;Detroit, MI",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7013820;http://vocab.getty.edu/page/tgn/7014456;http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013445;http://vocab.getty.edu/page/tgn/7013927;http://vocab.getty.edu/page/tgn/7013547,1900,Sunday=School Praises
1923-Eightn-MTS,,"New York, NY",http://vocab.getty.edu/page/tgn/7007567,1927,Eight Negro Songs
1923-Christ-MTS,Round,"Louisville, KY",http://vocab.getty.edu/page/tgn/7013915,1923,Christmas Carols
1894-Shiloh-MTS,,"Cincinnati, OH;New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567,1894,Shiloh
1890-Gemsan-MTS,Round,"Cincinnati, OH; New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567,1890,Gems and Jewels
1923-NewHar-MTS,,"Dayton, Va",http://vocab.getty.edu/page/tgn/2111441,1923,The New Harmonia Sacra
1886-Noteso-MTS,,"Dayton, OH",http://vocab.getty.edu/page/tgn/7013511,1886,Notes of Triumph
1863-Church-MTS,,"New York, NY, Cincinnati, OH",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013604,1863,The Church Singer
1877-Newcas-MTS,Round,"Columbia, S. C.",http://vocab.getty.edu/page/tgn/7013641,1877,The New Casket
1873-Triump-MTS,Round,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1873,The Triumph
1885-Noteso-MTS,Round,"New York, NY",http://vocab.getty.edu/page/tgn/1002715,1885,Notes of Victory
1892-Glorio-MTS,,"Dalton, GA;Appleton City, MO;Huntingdon, PA",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/2057894;http://vocab.getty.edu/page/tgn/2089462,1892,Glorious Praise
1866-Christ-MTS,,"Philadelphia, PA",http://vocab.getty.edu/page/tgn/7014406,1866,The Christian Harmony
1857-Church-MTS,Nil,"New Market, TN",http://vocab.getty.edu/page/tgn/2100728,1857,Church Hymn Book
1847-Collec-EMU,,Bethlehem,,1847,A Collection of Hymns
1849-Sacred-EMU,,"Boston, MA;New York,;Chicago, IL;Philadelphia, PA",http://vocab.getty.edu/page/tgn/7013445;http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7014406,1849,The Sacred Melodeon
1855-Collec-EMU,,"Mountain Valley, VA",http://vocab.getty.edu/page/tgn/2113117,1855,"A Collection of Psalms, Hymns, and Spiritual Songs."
1859-Collec-EMU,,"Dayton, OH",http://vocab.getty.edu/page/tgn/7013511,1859,A Collection of Hymns
1860-Baptis-EMU,,"New York, NY",http://vocab.getty.edu/page/tgn/7007567,1860,Baptist Chorals
1874-Fillmo-EMU,,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1874,Fillmore's Songs of Glory
1882-Sweetf-EMU,Seven-shape Aikin,"Dayton, VA",http://vocab.getty.edu/page/tgn/2111441,1882,Sweet Fields of Eden
1890-Gladev-EMU,Seven-shape Aikin,"Powder Springs, GA",http://vocab.getty.edu/page/tgn/2023972,1890,"The Glad Evangel, No. 2"
1891-Pearls-EMU,Seven-shape Aikin,"Atlanta, GA;Bethlehem, GA",http://vocab.getty.edu/page/tgn/7013331;http://vocab.getty.edu/page/tgn/2022169,1891,Pearls of Praise
1895-Gospel-EMU,Round,"Louisville, KY",http://vocab.getty.edu/page/tgn/7013915,1895,Gospel Gleaner
1895-Chris2-EMU,,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1889,Christian Hymns
1896-Classc-EMU,Round;Seven-shape Aikin;Tonic sol-fa,"Dalton, GA;Dallas, TX",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/7013503,1896,"Class, Choir and Congregation No. 2"
1899-Oldpla-EMU,Round,"Boston, MA;New York, NY;London, England",http://vocab.getty.edu/page/tgn/7013445;http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7011781,1899,Old Plantation Hymns
