ssdl:pid,ssdl:placeOfContributorAffiliation,ssdl:placeOfContributorAffiliationUri,ssdl:dateOfPublication,ssdl:shortTitle
1911-Hymnso-UKY,"United States, Ohio, Scioto, Portsmouth",http://vocab.getty.edu/page/tgn/7014276,1911,Hymns of Hope
1924-Fullgo-UKY,"United States, Illinois, Cook, Chicago",http://vocab.getty.edu/page/tgn/7013596,,Full Gospel Songs
1859-Pastor-UKY,"United States, Maryland, independent city, Baltimore",http://vocab.getty.edu/page/tgn/7013352,1859,A Pastor's Selection of Hymns and Tunes
1874-Palmer-UKY,"United States, Illinois, Cook, Chicago",http://vocab.getty.edu/page/tgn/7013596,1874,Palmer's Songs of Love
1879-Newcho-UKY,"United States, Illinois, Cook, Chicago",http://vocab.getty.edu/page/tgn/7013596,1879,The New Choir and Congregation
1880-Sharon-UKY,"United States, Virginia, Rockingham, Dayton;United States, Massachusetts, Essex, Rowley",http://vocab.getty.edu/page/tgn/2111441;http://vocab.getty.edu/page/tgn/2050508,1880,Sharon's Dewy Rose
1886-Newsta-UKY,"United States, Virginia, Rockingham, Dayton",http://vocab.getty.edu/page/tgn/2111441,1886,The New Starry Crown
1887-NewChr-UKY,"United States, Ohio, Hamilton, Cincinnati",http://vocab.getty.edu/page/tgn/7013604,1887,New Christian Hymn and Tune-Book
1891-Perenn-UKY,"United States, Georgia, Whitfield, Dalton;United States, New York, New York",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/1002715,1891,Perennial Songs
1894-Newlif-UKY,"United States, Georgia, Newton, Oxford;United States, Tennessee, Davidson, Nashville",http://vocab.getty.edu/page/tgn/2023840;http://vocab.getty.edu/page/tgn/7013959,1892,New Life
1895-Newtun-UKY,"United States, Maryland, independent city, Baltimore",http://vocab.getty.edu/page/tgn/7013352,1895?,New Tunes for Choirs
1899-Notes1-UKY,"United States, Ohio, Hamilton, Cincinnati",http://vocab.getty.edu/page/tgn/7013604,1899,Notes of Gladness
1907-NewChr-UKY,"United States, Pennsylvania, Philadelphia, Philadelphia;United States, Alabama, Lauderdale, Florence",http://vocab.getty.edu/page/tgn/7014406;http://vocab.getty.edu/page/tgn/7013767,1907,The New Christian Hymn Book
1925-Realiz-UKY,"United States, California, Los Angeles, Pasadena",http://vocab.getty.edu/page/tgn/7014389,1925,The Realization Song Book
1853-Prairi-UKY,"United States, Ohio, Butler, Middletown;United States, Ohio, Greene, Xenia",http://vocab.getty.edu/page/tgn/7016383;http://vocab.getty.edu/page/tgn/2082698,1853,The Prairie Vocalist
1851-Christ-UMI,"United States, Ohio, Belmont",http://vocab.getty.edu/page/tgn/1002175,1851,The Christian Minstrel
1858-Harmon-UMI,"United States, Virginia, independent city, Harrisonburg;United States, Virginia, Rockingham, Singers Glen;United States, West Virginia, Hampshire, Slanesville;United States, Ohio, Franklin, Reynoldsburg;United States, Tennessee, Jefferson",http://vocab.getty.edu/page/tgn/2112170;http://vocab.getty.edu/page/tgn/2114254;http://vocab.getty.edu/page/tgn/2119993;http://vocab.getty.edu/page/tgn/2081583;http://vocab.getty.edu/page/tgn/2001881,1858,Harmonia Sacra
1858-Jubile-UMI,,,1858,The Jubilee
1861-Soldie-UMI,,,1861,The Soldier's Pocket-Book
1867-Slaves-UMI,"United States, Massachusetts, Middlesex, West Newton;United States, Pennsylvania, Philadelphia, Philadelphia;United States, Massachusetts, Norfolk, Milton",http://vocab.getty.edu/page/tgn/2050214;http://vocab.getty.edu/page/tgn/7014406;http://vocab.getty.edu/page/tgn/7014069,1867,Slave Songs of the United States
1871-Harmon-UMI,"United States, Virginia, Rockingham, Singers Glen;United States, Virginia, independent city, Harrisonburg;United States, Ohio, Pickaway, Circleville;United States, Missouri, Cass, Pleasant Hill;United States, Tennessee, Madison, Jackson",http://vocab.getty.edu/page/tgn/2114254;http://vocab.getty.edu/page/tgn/2112170;http://vocab.getty.edu/page/tgn/2078933;http://vocab.getty.edu/page/tgn/2060118;http://vocab.getty.edu/page/tgn/2099733,1871,The Harmonia Sacra
1872-Brethr-UMI,"United States, Pennsylvania, Blair, Tyrone;United States, Virginia, Rockingham, Dayton",http://vocab.getty.edu/page/tgn/2093861;http://vocab.getty.edu/page/tgn/2111441,1872,The Brethren's Tune and Hymn Book
1872-Jubile-UMI,"United States, New Jersey, Essex, Orange;United States, New York, New York",http://vocab.getty.edu/page/tgn/2065747;http://vocab.getty.edu/page/tgn/1002715,1872,Jubilee Songs
1878-Himnar-UMI,,,1878,Himnario de las Iglesias Evangelicas
1878-Keepin-UMI,"United States, Kentucky, Jefferson, O'Bannon",http://vocab.getty.edu/page/tgn/2552890,1878,Keep in de Middle ob de Road
1880-Gospel-UMI,"United States, Massachusetts, Suffolk, Boston",http://vocab.getty.edu/page/tgn/7013445,1880,De Gospel Cars
1880-Dontyo-UMI,,,1880,Don't You Grieve After Me
1880-Risemy-UMI,,,1880,"Rise, My Brothers, Rise!"
1880-Waitmy-UMI,"United States, Kentucky, Jefferson, Louisville",http://vocab.getty.edu/page/tgn/7013915,1880,"Wait, my Children, Wait!"
1881-Gospel-UMI,"United States, Illinois, Cook, Chicago;United States, Ohio, Ashtabula, Wayne",http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/2082457,1881,Gospel Hymns No. 4
1882-Songso-UMI,"United States, Pennsylvania, Delaware, Chester;United States, Illinois, Cook, Chicago;United States, Ohio, Delaware, Delaware;United States, Pennsylvania, Philadelphia, Philadelphia",http://vocab.getty.edu/page/tgn/7015967;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7013543;http://vocab.getty.edu/page/tgn/7014406,1882,Songs of Redeeming Love
1884-Goodti-UMI,"United States, Georgia, Elbert;United States, Virginia, Rockingham;United States, Georgia, Whitfield, Dalton;United States, Pennsylvania, Bedford",http://vocab.getty.edu/page/tgn/2000343;http://vocab.getty.edu/page/tgn/2002187;http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/1002172,1884,Good Tidings
1884-Select-UMI,"United States, Ohio, Delaware, Delaware",http://vocab.getty.edu/page/tgn/7013543,1884?,Selections of Plantation Songs
1887-Gospel-UMI,"United States, Illinois, Cook, Ohio;United States, Ohio, Ashtabula, Wayne",http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/2082457,1887,Gospel Hymns No. 5
1894-Spirit-UMI,,,1894,The Spiritualists' Hymnal
1895-Gospel-UMI,"United States, New York, New York",http://vocab.getty.edu/page/tgn/1002715,1895,De Gospel Fair
1897-Songso-UMI,"United States, Pennsylvania, Lycoming, Williamsport",http://vocab.getty.edu/page/tgn/2094606,1897,Songs of the Soul No. 2
1898-Chorus-UMI,"United States, Pennsylvania, Lycoming, Williamsport",http://vocab.getty.edu/page/tgn/2094606,1898,The Chorus of Praise
1850-Southe-EMU,"United States, South Carolina, Spartanburg, Spartanburg",http://vocab.getty.edu/page/tgn/7014524,1850,"The Southern Harmony, and Musical Companion"
1853-Americ-EMU,"United States, Ohio, Montgomery, Germantown",http://vocab.getty.edu/page/tgn/2079720,1853,The American Church Harp
1872-Palmer-EMU,"United States, Illinois, Cook, Chicago",http://vocab.getty.edu/page/tgn/7013596,1872,Palmer's Normal Collection of Sacred Music
1875-Collec-EMU,"United States, Tennessee, Davidson, Nashville;United States, Louisiana, Orleans, New Orleans;United States, Mississippi, Monroe, Aberdeen;United States, Georgia, Hancock, Sparta;United States, Kentucky, Fayette, Lexington;United States, South Carolina, Charleston, Charleston;United States, Missouri, independent city, Saint Louis;United States, Virginia, independent city, Richmond",http://vocab.getty.edu/page/tgn/7013959;http://vocab.getty.edu/page/tgn/7014214;http://vocab.getty.edu/page/tgn/2055825;http://vocab.getty.edu/page/tgn/2024380;http://vocab.getty.edu/page/tgn/7013887;http://vocab.getty.edu/page/tgn/7013582;http://vocab.getty.edu/page/tgn/7014444;http://vocab.getty.edu/page/tgn/7013964,1875,"A Collection of Hymns for Public Social, and Domestic Worship"
1877-Royalf-EMU,"United States, Missouri, independent city, Saint Louis;United States, New York, New York",http://vocab.getty.edu/page/tgn/7014444;http://vocab.getty.edu/page/tgn/1002715,1877,The Royal Favorite
1879-Carmin-EMU,"United States, Virginia, Wythe, Wytheville;United States, Maryland, independent city, Baltimore",http://vocab.getty.edu/page/tgn/2115154;http://vocab.getty.edu/page/tgn/7013352,1879,Carmina Ecclesi??
1884-Beauty-EMU,"United States, Missouri, Cole, Jefferson City",http://vocab.getty.edu/page/tgn/7013811,1884,The Beauty of Praise
1884-Gemsof-EMU,"United States, Pennsylvania, York, York",http://vocab.getty.edu/page/tgn/7014650,1884,Gems of Gospel Songs
1884-Jesus2-EMU,"United States, Pennsylvania, Allegheny, Pittsburgh;United States, Ohio, Hamilton, Cincinnati",http://vocab.getty.edu/page/tgn/7013927;http://vocab.getty.edu/page/tgn/7013604,1884,Jesus of Nazareth in Prophecy and Fulfillment
1886-Newli2-EMU,"United States, Georgia, Newton, Oxford;United States, Tennessee, Davidson, Nashville",http://vocab.getty.edu/page/tgn/2023840;http://vocab.getty.edu/page/tgn/7013959,1885,New Life No. 2
1887-Battle-EMU,"United States, Illinois, Warren, Monmouth",http://vocab.getty.edu/page/tgn/2029131,1887,The Battle Cry
1887-Dainty-EMU,"United States, Ohio, Hamilton, Cincinnati",http://vocab.getty.edu/page/tgn/7013604,1887,Dainty Songs
1887-Gladev-EMU,"United States, Georgia, Whitfield, Dalton;United States, Indiana, Jay, Greene;United States, Alabama, DeKalb, Loveless",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/2364769;http://vocab.getty.edu/page/tgn/2004286,1887,The Glad Evangel
1887-Glorya-EMU,"United States, Texas, Dallas, Dallas;United States, Ohio, Hamilton, Cincinnati",http://vocab.getty.edu/page/tgn/7013503;http://vocab.getty.edu/page/tgn/7013604,1887,Glory and Praise
1887-Harves-EMU,"United States, Texas, Anderson, Palestine",http://vocab.getty.edu/page/tgn/2106571,1887,Harvest Bells No. 1
1887-Loving-EMU,"United States, Virginia, independent city, Norfolk;United States, Missouri, independent city, Saint Louis;United States, Missouri, Adair, Kirksville",http://vocab.getty.edu/page/tgn/7014231;http://vocab.getty.edu/page/tgn/7014444;http://vocab.getty.edu/page/tgn/2059390,1887,Loving Voices
192x-Worsh1-EMU,,,188x?,Worship and Camp Songs
1890-Pearls-EMU,"United States, Virginia, Rockingham, Dayton;United States, Oklahoma, Haskell, Whitefield;United States, Arkansas, Sebastian",http://vocab.getty.edu/page/tgn/2111441;http://vocab.getty.edu/page/tgn/2084259;http://vocab.getty.edu/page/tgn/2000170,1890,Pearls of Truth
1890-Anthem-EMU,"United States, Georgia, Whitfield, Dalton",http://vocab.getty.edu/page/tgn/2022620,1890,The People's Anthems
1892-Gospel-EMU,"United States, Tennessee, Maury, Columbia;United States, Tennessee, Sumner, Gallatin;United States, Missouri, Cole, Jefferson City",http://vocab.getty.edu/page/tgn/2098585;http://vocab.getty.edu/page/tgn/2099234;http://vocab.getty.edu/page/tgn/7013811,,
1892-Songla-EMU,"United States, Texas, Brown, Brownwood",http://vocab.getty.edu/page/tgn/2102935,1892,Song-Land Messenger
1893-Hymnst-EMU,"United States, Mississippi, Adams, Natchez",http://vocab.getty.edu/page/tgn/7017545,1893,Hymns to the Holy Spirit
1894-Sunshi-EMU,"United States, Maryland, independent city, Baltimore",http://vocab.getty.edu/page/tgn/7013352,1894,Sunshine and Flowers
1895-Caroli-EMU,"United States, North Carolina, Iredell, Statesville",http://vocab.getty.edu/page/tgn/2076772,1895,Carolina Harmony
1895-Celest-EMU,"United States, Texas, Bowie, Texarkana",http://vocab.getty.edu/page/tgn/7023771,1895,"Celestial Showers, No. 1"
1896-Bellso-EMU,"United States, Texas, McLennan, Waco",http://vocab.getty.edu/page/tgn/7014575,1896,Bells of Heaven
1896-Bestst-EMU,"United States, Virginia, independent city, Richmond",http://vocab.getty.edu/page/tgn/7013964,1896,The Best Standard Songs
1896-Crowni-EMU,"United States, Virginia, Rockingham, Dayton;United States, Virginia, Rockingham, Bridgewater;United States, Tennessee, Lawrence",http://vocab.getty.edu/page/tgn/2111441;http://vocab.getty.edu/page/tgn/2110776;http://vocab.getty.edu/page/tgn/2001886,1896,"Crowning Day, No. 2"
1896-Fillmo-EMU,"United States, Ohio, Hamilton, Terrace Park;United States, Ohio, Hamilton, Cincinnati;United States, Wisconsin, Columbia, Lowville",http://vocab.getty.edu/page/tgn/2082167;http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/2475193,1896,Fillmore's Male Choir
1896-Sacred-EMU,"United States, Ohio, Franklin, Columbus",http://vocab.getty.edu/page/tgn/7013645,1896,Sacred Selections for Men's Voices
1896-Sunlig-EMU,"United States, Georgia, Whitfield, Dalton;United States, Texas, Dallas, Dallas",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/2022617,1896,Sunlight Songs
1896-Uplift-EMU,"United States, Ohio, Trumbull, Gustavus;United States, Ohio, Hamilton, Cincinnati;United States, Maine, Cumberland, Bailey Island",http://vocab.getty.edu/page/tgn/2079845;http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/2044407,1896,"Uplifting Songs, New and Old"
1897-Corona-EMU,"United States, Georgia, Whitfield, Dalton;United States, Texas, Dallas, Dallas",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/7013503,1897,Coronation Songs
1897-Fillmo-EMU,"United States, Iowa, Linn, Cedar Rapids;United States, Ohio, Hamilton, Terrace Park;United States, Ohio, Hamilton, Cincinnati",http://vocab.getty.edu/page/tgn/7013565;http://vocab.getty.edu/page/tgn/2082167;http://vocab.getty.edu/page/tgn/7013604,http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567,Fillmores' Male Choir No. 2
1897-Gospe1-EMU,"United States, Indiana, Huntington, Warren",http://vocab.getty.edu/page/tgn/2034039,1897,The Gospel Call
1897-Gospe2-EMU,"United States, Indiana, Huntington, Warren",http://vocab.getty.edu/page/tgn/2034039,1897,The Gospel Call
1897-Reviva-EMU,"United States, Georgia, Whitfield, Dalton;United States, Texas, Dallas, Dallas",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/7013503,1897,"Revival Choir, No. 2"
1897-Songla-EMU,"United States, Texas, Dallas, Dallas",http://vocab.getty.edu/page/tgn/7013503,1897,Song-Land Melodies
1897-Songso-EMU,"United States, Georgia, Fulton, Atlanta;United States, West Virginia, Mercer, Ingleside;United States, Ohio, Hamilton, Cincinnati;United States, Ohio, Cuyahoga",http://vocab.getty.edu/page/tgn/7013331;http://vocab.getty.edu/page/tgn/2118706;http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/1002313,1897,Songs of Service
1899-Gospe1-EMU,"United States, Illinois, Cook, Chicago;Untied States, Iowa, Ringgold, Lee",http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/2486719,1899,The Gospel Hymnal
1899-Gospe2-EMU,"United States, Georgia, Whitfield, Dalton",http://vocab.getty.edu/page/tgn/2022620,1899,Gospel Songs No. 1
1899-Hymnal-EMU,"United States, Missouri, independent city, Saint Louis",http://vocab.getty.edu/page/tgn/7014444,1899,Hymnal of the Evangelical Church
1900-Childr-EMU,"United States, Tennessee, Davidson, Nashville;United States, Pennsylvania, Philadelphia, Philadelphia",http://vocab.getty.edu/page/tgn/7013959;http://vocab.getty.edu/page/tgn/7014406,1900,Children's Praises
1900-Nation-EMU,"United States, Texas, Bowie, Texarkana;United States, Pennsylvania, Philadelphia, Philadelphia;United States, Tennessee, Shelby, Memphis;United States, Texas, Guadaloupe, Seguin;United States, Virginia, independent city, Richmond;United States, Ohio, Franklin, Columbus;United States, Tennessee, Davidson, Nashville;United States, Texas, Dallas, Dallas;United States, Virginia, independent city, Lynchburg;United States, Missouri, Jackson, Kansas City;United States, Mississippi, Copiah",http://vocab.getty.edu/page/tgn/7023771;http://vocab.getty.edu/page/tgn/7014406;http://vocab.getty.edu/page/tgn/7017750;http://vocab.getty.edu/page/tgn/2107566;http://vocab.getty.edu/page/tgn/7013964;http://vocab.getty.edu/page/tgn/7013645;http://vocab.getty.edu/page/tgn/7013959;http://vocab.getty.edu/page/tgn/7013503;http://vocab.getty.edu/page/tgn/7013981;http://vocab.getty.edu/page/tgn/7013820;http://vocab.getty.edu/page/tgn/2001100,1900?,The National Harp of Zion and B. Y. P. U. Hymnal
1900-Newhar-EMU,"United States, Arkansas, Carroll, Eureka Springs;United States, Michigan, Berrien, Benton Harbor;United States, Missouri, Barry, Monett",http://vocab.getty.edu/page/tgn/2008202;http://vocab.getty.edu/page/tgn/2051288;http://vocab.getty.edu/page/tgn/2059774,1900,New Harvest Bells
1900-Ourtha-EMU,"United States, Georgia, Whitfield, Dalton;United States, Kentucky, Hardin, Elizabethtown;United States, Kentucky, Hopkins, Hanson;United States, Texas, Comanche",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/2038674;http://vocab.getty.edu/page/tgn/2039237;http://vocab.getty.edu/page/tgn/2001962,1900,Our Thankful Songs
1900-Palace-EMU,"United States, Maryland, independent city, Baltimore",http://vocab.getty.edu/page/tgn/7013352,1900,The Palace of Song
1900-Salvat-EMU,"United States, West Virginia, Marshall, Moundsville;United States, Ohio, Clark, Springfield;United States, Indiana, Johnson, Franklin;United States, New York, Kings",http://vocab.getty.edu/page/tgn/2119287;http://vocab.getty.edu/page/tgn/7014533;http://vocab.getty.edu/page/tgn/2031887;http://vocab.getty.edu/page/tgn/1002551,1900,Salvation Echoes
1900-Songss-EMU,"United States, Missouri, independent city, Saint Louis",http://vocab.getty.edu/page/tgn/7014444,1900,"Songs Sung by Rawei, the New Zealand Native Evangelist"
